dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
air_quality_uci,regression,MAR,0.3,simple_const,ridge_regression,,,,,,,2.6522,0.4491,3.5847,0.5564,0.7732,0.067,466.8524,10.4795,485.0918,10.8688,,
air_quality_uci,regression,MAR,0.3,simple_freq,lightgbm,,,,,,,0.4435,0.1238,0.8321,0.2005,0.9875,0.0063,122.4304,22.9474,153.469,24.0242,,
air_quality_uci,regression,MAR,0.3,simple_freq,random_forest,,,,,,,0.4478,0.0902,0.9367,0.1656,0.9844,0.0059,122.4304,22.9474,153.469,24.0242,,
air_quality_uci,regression,MAR,0.3,simple_freq,ridge_regression,,,,,,,1.8099,0.3995,2.4217,0.5653,0.894,0.0517,122.4304,22.9474,153.469,24.0242,,
air_quality_uci,regression,MAR,0.3,simple_mean,lightgbm,,,,,,,0.4436,0.1159,0.8501,0.1973,0.987,0.0064,115.6411,9.567,141.9941,10.4942,,
air_quality_uci,regression,MAR,0.3,simple_mean,random_forest,,,,,,,0.4445,0.0906,0.9556,0.1558,0.9838,0.0056,115.6411,9.567,141.9941,10.4942,,
air_quality_uci,regression,MAR,0.3,simple_mean,ridge_regression,,,,,,,1.7884,0.3677,2.4052,0.4827,0.8965,0.0441,115.6411,9.567,141.9941,10.4942,,
air_quality_uci,regression,MAR,0.3,simple_median,lightgbm,,,,,,,0.4447,0.123,0.8501,0.2119,0.9869,0.0069,113.1853,11.5734,139.9813,15.388,,
air_quality_uci,regression,MAR,0.3,simple_median,random_forest,,,,,,,0.4435,0.101,0.9422,0.175,0.9842,0.0062,113.1853,11.5734,139.9813,15.388,,
air_quality_uci,regression,MAR,0.3,simple_median,ridge_regression,,,,,,,1.803,0.3249,2.4054,0.4577,0.8967,0.0419,113.1853,11.5734,139.9813,15.388,,
air_quality_uci,regression,MCAR,0.01,dropna,lightgbm,,,,,,,0.1837,0.0602,0.5349,0.3331,0.9936,0.0074,,,,,,
air_quality_uci,regression,MCAR,0.01,dropna,random_forest,,,,,,,0.0811,0.0143,0.2335,0.1133,0.9989,0.001,,,,,,
air_quality_uci,regression,MCAR,0.01,dropna,ridge_regression,,,,,,,0.4493,0.0435,0.5974,0.1011,0.9934,0.0021,,,,,,
air_quality_uci,regression,MCAR,0.01,iterative,lightgbm,,,,,,,0.0808,0.008,0.3138,0.0348,0.9983,0.0004,41.9985,1.5609,56.4602,2.9166,,
air_quality_uci,regression,MCAR,0.01,iterative,random_forest,,,,,,,0.0346,0.0022,0.2044,0.0116,0.9993,0.0001,41.9985,1.5609,56.4602,2.9166,,
air_quality_uci,regression,MCAR,0.01,iterative,ridge_regression,,,,,,,0.8063,0.0163,1.1122,0.025,0.9785,0.0009,41.9985,1.5609,56.4602,2.9166,,
air_quality_uci,regression,MCAR,0.01,knn_3,lightgbm,,,,,,,0.0806,0.011,0.3064,0.075,0.9983,0.0007,37.3393,1.041,53.777,1.3739,,
air_quality_uci,regression,MCAR,0.01,knn_3,random_forest,,,,,,,0.0385,0.0031,0.2242,0.0535,0.9991,0.0004,37.3393,1.041,53.777,1.3739,,
air_quality_uci,regression,MCAR,0.01,knn_3,ridge_regression,,,,,,,0.714,0.0298,1.0076,0.0523,0.9823,0.0018,37.3393,1.041,53.777,1.3739,,
air_quality_uci,regression,MCAR,0.01,knn_5,lightgbm,,,,,,,0.0791,0.0116,0.3067,0.0793,0.9983,0.0008,37.1597,1.4727,52.8204,1.8711,,
air_quality_uci,regression,MCAR,0.01,knn_5,random_forest,,,,,,,0.0365,0.007,0.2337,0.0627,0.999,0.0005,37.1597,1.4727,52.8204,1.8711,,
air_quality_uci,regression,MCAR,0.01,knn_5,ridge_regression,,,,,,,0.6947,0.0306,0.9992,0.0406,0.9827,0.0012,37.1597,1.4727,52.8204,1.8711,,
air_quality_uci,regression,MCAR,0.01,knn_7,lightgbm,,,,,,,0.079,0.0112,0.2833,0.0663,0.9986,0.0006,36.9172,2.3159,52.4658,3.3832,,
air_quality_uci,regression,MCAR,0.01,knn_7,random_forest,,,,,,,0.0368,0.0092,0.2275,0.0756,0.999,0.0006,36.9172,2.3159,52.4658,3.3832,,
air_quality_uci,regression,MCAR,0.01,knn_7,ridge_regression,,,,,,,0.6775,0.0298,0.9884,0.0459,0.983,0.0014,36.9172,2.3159,52.4658,3.3832,,
air_quality_uci,regression,MCAR,0.01,miceforest,lightgbm,,,,,,,0.1867,0.0277,1.1483,0.3814,0.9755,0.0154,39.9455,1.1947,54.0945,0.4714,,
air_quality_uci,regression,MCAR,0.01,miceforest,random_forest,,,,,,,0.1712,0.0308,1.1551,0.3867,0.9752,0.0156,39.9455,1.1947,54.0945,0.4714,,
air_quality_uci,regression,MCAR,0.01,miceforest,ridge_regression,,,,,,,1.3973,0.1578,2.2434,0.3125,0.9117,0.0239,39.9455,1.1947,54.0945,0.4714,,
air_quality_uci,regression,MCAR,0.01,simple_const,lightgbm,,,,,,,0.1019,0.0199,0.4139,0.1734,0.9967,0.0027,491.2483,8.1863,523.0814,7.8937,,
air_quality_uci,regression,MCAR,0.01,simple_const,random_forest,,,,,,,0.0416,0.0062,0.3029,0.0841,0.9983,0.0009,491.2483,8.1863,523.0814,7.8937,,
air_quality_uci,regression,MCAR,0.01,simple_const,ridge_regression,,,,,,,1.3272,0.0227,2.181,0.0797,0.9174,0.0048,491.2483,8.1863,523.0814,7.8937,,
air_quality_uci,regression,MCAR,0.01,simple_freq,lightgbm,,,,,,,0.126,0.0154,0.4447,0.1734,0.9962,0.0029,135.224,4.395,180.585,3.4426,,
air_quality_uci,regression,MCAR,0.01,simple_freq,random_forest,,,,,,,0.0568,0.0094,0.366,0.0885,0.9976,0.001,135.224,4.395,180.585,3.4426,,
air_quality_uci,regression,MCAR,0.01,simple_freq,ridge_regression,,,,,,,0.9192,0.0183,1.4169,0.1452,0.965,0.0068,135.224,4.395,180.585,3.4426,,
air_quality_uci,regression,MCAR,0.01,simple_mean,lightgbm,,,,,,,0.1276,0.0221,0.4703,0.188,0.9958,0.0033,132.4691,0.1542,165.7283,1.7005,,
air_quality_uci,regression,MCAR,0.01,simple_mean,random_forest,,,,,,,0.0581,0.0118,0.3682,0.085,0.9976,0.001,132.4691,0.1542,165.7283,1.7005,,
air_quality_uci,regression,MCAR,0.01,simple_mean,ridge_regression,,,,,,,0.8853,0.0193,1.3651,0.1368,0.9675,0.0062,132.4691,0.1542,165.7283,1.7005,,
air_quality_uci,regression,MCAR,0.01,simple_median,lightgbm,,,,,,,0.1263,0.0172,0.4511,0.1697,0.9962,0.0028,128.926,2.1609,166.9499,2.292,,
air_quality_uci,regression,MCAR,0.01,simple_median,random_forest,,,,,,,0.0543,0.0077,0.3518,0.0747,0.9978,0.0008,128.926,2.1609,166.9499,2.292,,
air_quality_uci,regression,MCAR,0.01,simple_median,ridge_regression,,,,,,,0.8928,0.0194,1.3769,0.1413,0.9669,0.0065,128.926,2.1609,166.9499,2.292,,
air_quality_uci,regression,MCAR,0.05,dropna,lightgbm,,,,,,,0.3603,0.0564,0.9272,0.2925,0.9838,0.0109,,,,,,
air_quality_uci,regression,MCAR,0.05,dropna,random_forest,,,,,,,0.1207,0.043,0.3338,0.2094,0.9975,0.0024,,,,,,
air_quality_uci,regression,MCAR,0.05,dropna,ridge_regression,,,,,,,0.4643,0.0318,0.6322,0.0934,0.993,0.0019,,,,,,
air_quality_uci,regression,MCAR,0.05,iterative,lightgbm,,,,,,,0.1519,0.0147,0.5023,0.1949,0.9952,0.0038,43.92,0.5364,60.0624,0.2778,,
air_quality_uci,regression,MCAR,0.05,iterative,random_forest,,,,,,,0.1132,0.0193,0.4821,0.2237,0.9954,0.0043,43.92,0.5364,60.0624,0.2778,,
air_quality_uci,regression,MCAR,0.05,iterative,ridge_regression,,,,,,,0.8349,0.0247,1.1934,0.1045,0.9751,0.0045,43.92,0.5364,60.0624,0.2778,,
air_quality_uci,regression,MCAR,0.05,knn_3,lightgbm,,,,,,,0.1911,0.0175,0.5917,0.1684,0.9936,0.0038,44.8179,0.6814,65.4779,0.4572,,
air_quality_uci,regression,MCAR,0.05,knn_3,random_forest,,,,,,,0.1414,0.0245,0.5933,0.2157,0.9933,0.0049,44.8179,0.6814,65.4779,0.4572,,
air_quality_uci,regression,MCAR,0.05,knn_3,ridge_regression,,,,,,,0.7389,0.0373,1.0969,0.1403,0.9789,0.0055,44.8179,0.6814,65.4779,0.4572,,
air_quality_uci,regression,MCAR,0.05,knn_5,lightgbm,,,,,,,0.1834,0.0212,0.5865,0.206,0.9935,0.0046,43.0943,0.777,62.243,0.9471,,
air_quality_uci,regression,MCAR,0.05,knn_5,random_forest,,,,,,,0.1336,0.0266,0.5663,0.2404,0.9938,0.0053,43.0943,0.777,62.243,0.9471,,
air_quality_uci,regression,MCAR,0.05,knn_5,ridge_regression,,,,,,,0.7196,0.0404,1.0839,0.1586,0.9793,0.0062,43.0943,0.777,62.243,0.9471,,
air_quality_uci,regression,MCAR,0.05,knn_7,lightgbm,,,,,,,0.177,0.0249,0.5638,0.2347,0.9938,0.0051,42.1217,1.3094,60.1829,1.843,,
air_quality_uci,regression,MCAR,0.05,knn_7,random_forest,,,,,,,0.1315,0.0227,0.5592,0.26,0.9938,0.0057,42.1217,1.3094,60.1829,1.843,,
air_quality_uci,regression,MCAR,0.05,knn_7,ridge_regression,,,,,,,0.6996,0.0438,1.0646,0.1649,0.98,0.0063,42.1217,1.3094,60.1829,1.843,,
air_quality_uci,regression,MCAR,0.05,miceforest,lightgbm,,,,,,,0.5637,0.0473,2.1197,0.1661,0.9216,0.0127,47.7231,1.157,66.1161,1.5257,,
air_quality_uci,regression,MCAR,0.05,miceforest,random_forest,,,,,,,0.653,0.0688,2.2848,0.2336,0.9087,0.0193,47.7231,1.157,66.1161,1.5257,,
air_quality_uci,regression,MCAR,0.05,miceforest,ridge_regression,,,,,,,1.5217,0.0847,2.6746,0.1325,0.8754,0.0138,47.7231,1.157,66.1161,1.5257,,
air_quality_uci,regression,MCAR,0.05,simple_const,lightgbm,,,,,,,0.1544,0.0149,0.6414,0.2262,0.9923,0.0056,493.9914,2.7194,525.2896,3.2399,,
air_quality_uci,regression,MCAR,0.05,simple_const,random_forest,,,,,,,0.0987,0.0195,0.6157,0.2559,0.9926,0.0061,493.9914,2.7194,525.2896,3.2399,,
air_quality_uci,regression,MCAR,0.05,simple_const,ridge_regression,,,,,,,2.2462,0.027,3.1905,0.079,0.8232,0.0077,493.9914,2.7194,525.2896,3.2399,,
air_quality_uci,regression,MCAR,0.05,simple_freq,lightgbm,,,,,,,0.1756,0.0254,0.6358,0.2455,0.9923,0.006,132.1332,4.1972,177.8291,6.4251,,
air_quality_uci,regression,MCAR,0.05,simple_freq,random_forest,,,,,,,0.1488,0.034,0.6865,0.285,0.9909,0.0074,132.1332,4.1972,177.8291,6.4251,,
air_quality_uci,regression,MCAR,0.05,simple_freq,ridge_regression,,,,,,,1.1943,0.0454,1.8842,0.1946,0.9379,0.0133,132.1332,4.1972,177.8291,6.4251,,
air_quality_uci,regression,MCAR,0.05,simple_mean,lightgbm,,,,,,,0.1818,0.0244,0.6469,0.2404,0.992,0.0059,126.6993,1.4823,160.8183,2.7494,,
air_quality_uci,regression,MCAR,0.05,simple_mean,random_forest,,,,,,,0.1488,0.0311,0.7151,0.2638,0.9903,0.0071,126.6993,1.4823,160.8183,2.7494,,
air_quality_uci,regression,MCAR,0.05,simple_mean,ridge_regression,,,,,,,1.1303,0.0333,1.7593,0.164,0.9459,0.0105,126.6993,1.4823,160.8183,2.7494,,
air_quality_uci,regression,MCAR,0.05,simple_median,lightgbm,,,,,,,0.1896,0.0252,0.662,0.2432,0.9917,0.0061,123.715,2.2622,162.7672,3.4112,,
air_quality_uci,regression,MCAR,0.05,simple_median,random_forest,,,,,,,0.1476,0.0309,0.6998,0.2614,0.9907,0.0069,123.715,2.2622,162.7672,3.4112,,
air_quality_uci,regression,MCAR,0.05,simple_median,ridge_regression,,,,,,,1.1354,0.0439,1.7806,0.1809,0.9445,0.0117,123.715,2.2622,162.7672,3.4112,,
air_quality_uci,regression,MCAR,0.1,dropna,lightgbm,,,,,,,0.7837,0.3206,1.4372,0.5897,0.9628,0.024,,,,,,
air_quality_uci,regression,MCAR,0.1,dropna,random_forest,,,,,,,0.1953,0.0811,0.3658,0.2588,0.9973,0.0031,,,,,,
air_quality_uci,regression,MCAR,0.1,dropna,ridge_regression,,,,,,,0.4815,0.1019,0.6334,0.1782,0.993,0.0026,,,,,,
air_quality_uci,regression,MCAR,0.1,iterative,lightgbm,,,,,,,0.2521,0.023,0.7493,0.1542,0.99,0.0039,44.7273,0.9319,61.8712,1.1381,,
air_quality_uci,regression,MCAR,0.1,iterative,random_forest,,,,,,,0.2206,0.0221,0.7602,0.1592,0.9897,0.004,44.7273,0.9319,61.8712,1.1381,,
air_quality_uci,regression,MCAR,0.1,iterative,ridge_regression,,,,,,,0.8823,0.0185,1.292,0.0972,0.9709,0.0043,44.7273,0.9319,61.8712,1.1381,,
air_quality_uci,regression,MCAR,0.1,knn_3,lightgbm,,,,,,,0.4264,0.0354,1.1475,0.2315,0.9766,0.0087,61.7128,1.4433,88.7034,2.9897,,
air_quality_uci,regression,MCAR,0.1,knn_3,random_forest,,,,,,,0.3366,0.0333,1.2087,0.1901,0.9743,0.0074,61.7128,1.4433,88.7034,2.9897,,
air_quality_uci,regression,MCAR,0.1,knn_3,ridge_regression,,,,,,,0.8734,0.0526,1.4639,0.1939,0.9624,0.0096,61.7128,1.4433,88.7034,2.9897,,
air_quality_uci,regression,MCAR,0.1,knn_5,lightgbm,,,,,,,0.3865,0.0396,1.0911,0.2887,0.9784,0.01,56.4848,1.2323,80.6687,3.0541,,
air_quality_uci,regression,MCAR,0.1,knn_5,random_forest,,,,,,,0.3113,0.0436,1.1297,0.2823,0.977,0.0101,56.4848,1.2323,80.6687,3.0541,,
air_quality_uci,regression,MCAR,0.1,knn_5,ridge_regression,,,,,,,0.8268,0.0431,1.3729,0.1977,0.9669,0.009,56.4848,1.2323,80.6687,3.0541,,
air_quality_uci,regression,MCAR,0.1,knn_7,lightgbm,,,,,,,0.3764,0.0366,1.0689,0.31,0.9791,0.0104,53.7679,0.5601,75.9737,2.3969,,
air_quality_uci,regression,MCAR,0.1,knn_7,random_forest,,,,,,,0.3041,0.0473,1.1107,0.3547,0.9772,0.0123,53.7679,0.5601,75.9737,2.3969,,
air_quality_uci,regression,MCAR,0.1,knn_7,ridge_regression,,,,,,,0.8054,0.047,1.3405,0.211,0.9683,0.0092,53.7679,0.5601,75.9737,2.3969,,
air_quality_uci,regression,MCAR,0.1,miceforest,lightgbm,,,,,,,1.09,0.0824,2.9106,0.3978,0.8512,0.0397,54.8998,1.1556,76.3726,0.617,,
air_quality_uci,regression,MCAR,0.1,miceforest,random_forest,,,,,,,1.1921,0.0965,3.2043,0.4017,0.8199,0.0455,54.8998,1.1556,76.3726,0.617,,
air_quality_uci,regression,MCAR,0.1,miceforest,ridge_regression,,,,,,,1.8515,0.1261,3.311,0.2919,0.8087,0.033,54.8998,1.1556,76.3726,0.617,,
air_quality_uci,regression,MCAR,0.1,simple_const,lightgbm,,,,,,,0.2566,0.0341,0.8643,0.2966,0.986,0.0084,496.7305,3.7609,527.4485,5.1901,,
air_quality_uci,regression,MCAR,0.1,simple_const,random_forest,,,,,,,0.197,0.0248,0.8788,0.2853,0.9857,0.0087,496.7305,3.7609,527.4485,5.1901,,
air_quality_uci,regression,MCAR,0.1,simple_const,ridge_regression,,,,,,,2.7277,0.0204,3.7989,0.0177,0.7493,0.0058,496.7305,3.7609,527.4485,5.1901,,
air_quality_uci,regression,MCAR,0.1,simple_freq,lightgbm,,,,,,,0.2644,0.0342,0.8568,0.266,0.9865,0.0075,130.4275,2.7075,174.915,4.9509,,
air_quality_uci,regression,MCAR,0.1,simple_freq,random_forest,,,,,,,0.2565,0.0358,0.9737,0.2487,0.9829,0.0078,130.4275,2.7075,174.915,4.9509,,
air_quality_uci,regression,MCAR,0.1,simple_freq,ridge_regression,,,,,,,1.4173,0.0281,2.1718,0.129,0.9179,0.0096,130.4275,2.7075,174.915,4.9509,,
air_quality_uci,regression,MCAR,0.1,simple_mean,lightgbm,,,,,,,0.2668,0.0379,0.8599,0.2751,0.9863,0.0077,126.8549,0.9236,160.48,2.7266,,
air_quality_uci,regression,MCAR,0.1,simple_mean,random_forest,,,,,,,0.2546,0.0382,0.9649,0.2523,0.9831,0.008,126.8549,0.9236,160.48,2.7266,,
air_quality_uci,regression,MCAR,0.1,simple_mean,ridge_regression,,,,,,,1.3523,0.0097,2.0404,0.1087,0.9276,0.0074,126.8549,0.9236,160.48,2.7266,,
air_quality_uci,regression,MCAR,0.1,simple_median,lightgbm,,,,,,,0.2682,0.0395,0.8523,0.2762,0.9865,0.0076,123.8594,1.639,162.4714,3.6867,,
air_quality_uci,regression,MCAR,0.1,simple_median,random_forest,,,,,,,0.2621,0.038,0.9708,0.254,0.9829,0.008,123.8594,1.639,162.4714,3.6867,,
air_quality_uci,regression,MCAR,0.1,simple_median,ridge_regression,,,,,,,1.3568,0.0178,2.0677,0.1145,0.9256,0.0079,123.8594,1.639,162.4714,3.6867,,
air_quality_uci,regression,MCAR,0.15,dropna,lightgbm,,,,,,,1.4776,0.3509,2.3234,0.2149,0.8879,0.0559,,,,,,
air_quality_uci,regression,MCAR,0.15,dropna,random_forest,,,,,,,0.5803,0.0661,1.275,0.1911,0.9667,0.015,,,,,,
air_quality_uci,regression,MCAR,0.15,dropna,ridge_regression,,,,,,,0.5358,0.0435,0.7807,0.1155,0.9882,0.0033,,,,,,
air_quality_uci,regression,MCAR,0.15,iterative,lightgbm,,,,,,,0.3373,0.0068,0.7748,0.0787,0.9895,0.0022,47.4984,0.9493,66.1346,2.1096,,
air_quality_uci,regression,MCAR,0.15,iterative,random_forest,,,,,,,0.3013,0.0021,0.778,0.0636,0.9894,0.0018,47.4984,0.9493,66.1346,2.1096,,
air_quality_uci,regression,MCAR,0.15,iterative,ridge_regression,,,,,,,0.9248,0.0086,1.3207,0.0236,0.9697,0.0013,47.4984,0.9493,66.1346,2.1096,,
air_quality_uci,regression,MCAR,0.15,knn_3,lightgbm,,,,,,,0.6162,0.0606,1.299,0.179,0.9704,0.0077,86.8622,3.3323,123.204,4.5806,,
air_quality_uci,regression,MCAR,0.15,knn_3,random_forest,,,,,,,0.5264,0.0515,1.4153,0.174,0.9649,0.0082,86.8622,3.3323,123.204,4.5806,,
air_quality_uci,regression,MCAR,0.15,knn_3,ridge_regression,,,,,,,1.2373,0.0559,1.9842,0.0583,0.9315,0.0049,86.8622,3.3323,123.204,4.5806,,
air_quality_uci,regression,MCAR,0.15,knn_5,lightgbm,,,,,,,0.5743,0.0629,1.2256,0.1866,0.9735,0.0078,78.1662,3.0932,110.484,3.8034,,
air_quality_uci,regression,MCAR,0.15,knn_5,random_forest,,,,,,,0.4645,0.0447,1.324,0.0969,0.9695,0.0041,78.1662,3.0932,110.484,3.8034,,
air_quality_uci,regression,MCAR,0.15,knn_5,ridge_regression,,,,,,,1.1212,0.0373,1.8177,0.0585,0.9425,0.0042,78.1662,3.0932,110.484,3.8034,,
air_quality_uci,regression,MCAR,0.15,knn_7,lightgbm,,,,,,,0.5488,0.0427,1.1885,0.1394,0.9753,0.0055,73.4285,2.5322,103.5707,2.9785,,
air_quality_uci,regression,MCAR,0.15,knn_7,random_forest,,,,,,,0.4651,0.042,1.3135,0.1676,0.9697,0.0076,73.4285,2.5322,103.5707,2.9785,,
air_quality_uci,regression,MCAR,0.15,knn_7,ridge_regression,,,,,,,1.0598,0.0253,1.7174,0.0475,0.9487,0.0032,73.4285,2.5322,103.5707,2.9785,,
air_quality_uci,regression,MCAR,0.15,miceforest,lightgbm,,,,,,,1.4333,0.0712,3.2114,0.2238,0.8205,0.0229,62.5737,0.588,86.4417,0.4679,,
air_quality_uci,regression,MCAR,0.15,miceforest,random_forest,,,,,,,1.6653,0.1395,3.7182,0.4091,0.7583,0.0491,62.5737,0.588,86.4417,0.4679,,
air_quality_uci,regression,MCAR,0.15,miceforest,ridge_regression,,,,,,,2.097,0.0367,3.5628,0.1133,0.7795,0.0108,62.5737,0.588,86.4417,0.4679,,
air_quality_uci,regression,MCAR,0.15,simple_const,lightgbm,,,,,,,0.3369,0.0269,0.8816,0.1052,0.9864,0.003,501.43,0.8582,534.6889,0.9562,,
air_quality_uci,regression,MCAR,0.15,simple_const,random_forest,,,,,,,0.3135,0.0152,0.9624,0.0289,0.9839,0.0007,501.43,0.8582,534.6889,0.9562,,
air_quality_uci,regression,MCAR,0.15,simple_const,ridge_regression,,,,,,,3.0851,0.0406,4.3207,0.0555,0.6758,0.0062,501.43,0.8582,534.6889,0.9562,,
air_quality_uci,regression,MCAR,0.15,simple_freq,lightgbm,,,,,,,0.3482,0.0215,0.9035,0.0676,0.9858,0.002,137.9584,1.2088,187.1132,1.2311,,
air_quality_uci,regression,MCAR,0.15,simple_freq,random_forest,,,,,,,0.3634,0.0218,1.0564,0.0403,0.9806,0.0013,137.9584,1.2088,187.1132,1.2311,,
air_quality_uci,regression,MCAR,0.15,simple_freq,ridge_regression,,,,,,,1.6546,0.0106,2.4693,0.0139,0.8941,0.0006,137.9584,1.2088,187.1132,1.2311,,
air_quality_uci,regression,MCAR,0.15,simple_mean,lightgbm,,,,,,,0.3446,0.0179,0.905,0.0678,0.9857,0.002,130.5898,0.7805,167.4369,1.5217,,
air_quality_uci,regression,MCAR,0.15,simple_mean,random_forest,,,,,,,0.3467,0.0263,1.0313,0.0594,0.9815,0.0021,130.5898,0.7805,167.4369,1.5217,,
air_quality_uci,regression,MCAR,0.15,simple_mean,ridge_regression,,,,,,,1.5695,0.0153,2.3099,0.0192,0.9073,0.0001,130.5898,0.7805,167.4369,1.5217,,
air_quality_uci,regression,MCAR,0.15,simple_median,lightgbm,,,,,,,0.3434,0.0237,0.9002,0.0776,0.9859,0.0023,128.8241,0.1636,170.6599,1.2127,,
air_quality_uci,regression,MCAR,0.15,simple_median,random_forest,,,,,,,0.3518,0.0328,1.0387,0.0606,0.9812,0.0021,128.8241,0.1636,170.6599,1.2127,,
air_quality_uci,regression,MCAR,0.15,simple_median,ridge_regression,,,,,,,1.5695,0.0106,2.3357,0.0285,0.9053,0.001,128.8241,0.1636,170.6599,1.2127,,
air_quality_uci,regression,MCAR,0.2,dropna,lightgbm,,,,,,,2.6679,0.3294,3.7344,0.5031,0.7485,0.1086,,,,,,
air_quality_uci,regression,MCAR,0.2,dropna,random_forest,,,,,,,0.7861,0.2634,1.1377,0.4396,0.9762,0.015,,,,,,
air_quality_uci,regression,MCAR,0.2,dropna,ridge_regression,,,,,,,0.6264,0.0445,0.858,0.1928,0.9872,0.0045,,,,,,
air_quality_uci,regression,MCAR,0.2,iterative,lightgbm,,,,,,,0.4692,0.0318,1.076,0.1273,0.9797,0.005,49.0632,0.2831,68.2327,1.778,,
air_quality_uci,regression,MCAR,0.2,iterative,random_forest,,,,,,,0.4426,0.0286,1.1169,0.135,0.9781,0.0055,49.0632,0.2831,68.2327,1.778,,
air_quality_uci,regression,MCAR,0.2,iterative,ridge_regression,,,,,,,1.0092,0.024,1.5311,0.1058,0.9591,0.0058,49.0632,0.2831,68.2327,1.778,,
air_quality_uci,regression,MCAR,0.2,knn_3,lightgbm,,,,,,,0.8936,0.0189,1.7031,0.0788,0.9496,0.0046,105.2238,3.4531,142.7831,3.9464,,
air_quality_uci,regression,MCAR,0.2,knn_3,random_forest,,,,,,,0.8098,0.0355,1.9142,0.1196,0.9362,0.0077,105.2238,3.4531,142.7831,3.9464,,
air_quality_uci,regression,MCAR,0.2,knn_3,ridge_regression,,,,,,,1.6361,0.0937,2.5609,0.0304,0.8861,0.0044,105.2238,3.4531,142.7831,3.9464,,
air_quality_uci,regression,MCAR,0.2,knn_5,lightgbm,,,,,,,0.8077,0.0096,1.6051,0.1345,0.9551,0.0072,95.8654,3.2356,130.0325,4.1354,,
air_quality_uci,regression,MCAR,0.2,knn_5,random_forest,,,,,,,0.7023,0.0173,1.7134,0.1582,0.9488,0.0092,95.8654,3.2356,130.0325,4.1354,,
air_quality_uci,regression,MCAR,0.2,knn_5,ridge_regression,,,,,,,1.5053,0.0785,2.3798,0.011,0.9016,0.0008,95.8654,3.2356,130.0325,4.1354,,
air_quality_uci,regression,MCAR,0.2,knn_7,lightgbm,,,,,,,0.7696,0.016,1.5405,0.1526,0.9585,0.0083,90.735,2.7835,123.6179,3.6887,,
air_quality_uci,regression,MCAR,0.2,knn_7,random_forest,,,,,,,0.6754,0.022,1.6994,0.1451,0.9496,0.0086,90.735,2.7835,123.6179,3.6887,,
air_quality_uci,regression,MCAR,0.2,knn_7,ridge_regression,,,,,,,1.4314,0.0615,2.2809,0.0299,0.9096,0.0024,90.735,2.7835,123.6179,3.6887,,
air_quality_uci,regression,MCAR,0.2,miceforest,lightgbm,,,,,,,1.8042,0.0298,3.7838,0.1465,0.7512,0.016,66.6748,1.6156,91.3088,3.281,,
air_quality_uci,regression,MCAR,0.2,miceforest,random_forest,,,,,,,2.0096,0.0625,4.3038,0.2387,0.678,0.0308,66.6748,1.6156,91.3088,3.281,,
air_quality_uci,regression,MCAR,0.2,miceforest,ridge_regression,,,,,,,2.4122,0.055,4.0475,0.2087,0.7152,0.0253,66.6748,1.6156,91.3088,3.281,,
air_quality_uci,regression,MCAR,0.2,simple_const,lightgbm,,,,,,,0.4618,0.0082,1.177,0.1264,0.9758,0.0052,497.4898,1.5139,528.8574,2.6398,,
air_quality_uci,regression,MCAR,0.2,simple_const,random_forest,,,,,,,0.4496,0.0058,1.3342,0.1419,0.9689,0.0063,497.4898,1.5139,528.8574,2.6398,,
air_quality_uci,regression,MCAR,0.2,simple_const,ridge_regression,,,,,,,3.3148,0.0349,4.6338,0.0544,0.6271,0.0043,497.4898,1.5139,528.8574,2.6398,,
air_quality_uci,regression,MCAR,0.2,simple_freq,lightgbm,,,,,,,0.4543,0.0165,1.1318,0.1525,0.9775,0.0063,134.3579,1.9906,181.1071,3.2385,,
air_quality_uci,regression,MCAR,0.2,simple_freq,random_forest,,,,,,,0.5051,0.0298,1.3589,0.1712,0.9676,0.0085,134.3579,1.9906,181.1071,3.2385,,
air_quality_uci,regression,MCAR,0.2,simple_freq,ridge_regression,,,,,,,1.7921,0.0467,2.7167,0.1,0.8718,0.0083,134.3579,1.9906,181.1071,3.2385,,
air_quality_uci,regression,MCAR,0.2,simple_mean,lightgbm,,,,,,,0.4586,0.0138,1.1367,0.1434,0.9773,0.0059,128.3896,1.4316,162.5881,2.531,,
air_quality_uci,regression,MCAR,0.2,simple_mean,random_forest,,,,,,,0.5116,0.0282,1.3673,0.1826,0.9671,0.0091,128.3896,1.4316,162.5881,2.531,,
air_quality_uci,regression,MCAR,0.2,simple_mean,ridge_regression,,,,,,,1.7306,0.0118,2.5698,0.0402,0.8853,0.0025,128.3896,1.4316,162.5881,2.531,,
air_quality_uci,regression,MCAR,0.2,simple_median,lightgbm,,,,,,,0.4597,0.0136,1.1392,0.1383,0.9772,0.0057,125.7049,1.5638,164.9449,2.9028,,
air_quality_uci,regression,MCAR,0.2,simple_median,random_forest,,,,,,,0.5199,0.0256,1.3752,0.1639,0.9668,0.0082,125.7049,1.5638,164.9449,2.9028,,
air_quality_uci,regression,MCAR,0.2,simple_median,ridge_regression,,,,,,,1.7243,0.0154,2.5925,0.053,0.8833,0.0038,125.7049,1.5638,164.9449,2.9028,,
