,,,,,,accuracy,accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,imp_mae_num,imp_mae_num,imp_rmse_num,imp_rmse_num,imp_acc_cat,imp_acc_cat,imp_n_num,imp_n_num,imp_n_cat,imp_n_cat,mae,mae,rmse,rmse,r2,r2
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,task,mechanism,rate,imputer,model,,,,,,,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.15,iterative,logistic_regression,0.7984,0.0022,0.7591,0.0016,0.8098,0.0016,13111.432,8149.801,13506.1863,8181.8153,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,iterative,random_forest,0.7904,0.0052,0.7557,0.0029,0.8036,0.0042,13111.432,8149.801,13506.1863,8181.8153,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_3,lightgbm,0.8227,0.0006,0.786,0.0008,0.8322,0.0004,15379.1902,5423.2991,18348.8586,4933.6882,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_3,logistic_regression,0.7946,0.005,0.7557,0.0041,0.8065,0.0042,15379.1902,5423.2991,18348.8586,4933.6882,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_3,random_forest,0.784,0.0147,0.7493,0.0117,0.7979,0.0126,15379.1902,5423.2991,18348.8586,4933.6882,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_5,lightgbm,0.8246,0.0022,0.7881,0.0035,0.834,0.0023,14559.1815,5925.529,16769.8209,5499.239,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_5,logistic_regression,0.7956,0.0044,0.7566,0.0035,0.8074,0.0037,14559.1815,5925.529,16769.8209,5499.239,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_5,random_forest,0.786,0.0088,0.7515,0.0064,0.7997,0.0075,14559.1815,5925.529,16769.8209,5499.239,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_7,lightgbm,0.8246,0.0009,0.7882,0.0017,0.834,0.001,14314.0241,6216.0867,16145.8265,5786.5655,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_7,logistic_regression,0.7959,0.0044,0.7568,0.0035,0.8076,0.0037,14314.0241,6216.0867,16145.8265,5786.5655,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,knn_7,random_forest,0.7876,0.0067,0.7526,0.0048,0.8011,0.0056,14314.0241,6216.0867,16145.8265,5786.5655,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,miceforest,lightgbm,0.8192,0.0054,0.7772,0.0053,0.8276,0.0048,18800.3688,3961.942,23861.4499,3248.6923,0.0,0.0,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,miceforest,logistic_regression,0.7648,0.021,0.7173,0.0224,0.7777,0.0191,18800.3688,3961.942,23861.4499,3248.6923,0.0,0.0,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,miceforest,random_forest,0.8014,0.005,0.7585,0.0032,0.8116,0.0039,18800.3688,3961.942,23861.4499,3248.6923,0.0,0.0,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_const,lightgbm,0.8299,0.0008,0.7935,0.0011,0.8387,0.0007,30534.1964,15044.8803,30685.9532,15075.5981,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_const,logistic_regression,0.792,0.0095,0.7525,0.0078,0.804,0.0081,30534.1964,15044.8803,30685.9532,15075.5981,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_const,random_forest,0.7864,0.0138,0.7505,0.0107,0.7998,0.0117,30534.1964,15044.8803,30685.9532,15075.5981,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_freq,lightgbm,0.8279,0.0005,0.7916,0.0008,0.837,0.0003,12857.6727,4413.8406,13215.3254,4391.657,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_freq,logistic_regression,0.7998,0.0076,0.7609,0.0064,0.8112,0.0065,12857.6727,4413.8406,13215.3254,4391.657,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_freq,random_forest,0.7832,0.0217,0.7487,0.0174,0.7971,0.0188,12857.6727,4413.8406,13215.3254,4391.657,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_mean,lightgbm,0.8307,0.0019,0.7943,0.0022,0.8394,0.0017,13044.9474,8159.6124,13373.0121,8192.8283,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_mean,logistic_regression,0.7988,0.003,0.7596,0.0022,0.8102,0.0023,13044.9474,8159.6124,13373.0121,8192.8283,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_mean,random_forest,0.7917,0.0084,0.7563,0.0063,0.8047,0.007,13044.9474,8159.6124,13373.0121,8192.8283,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_median,lightgbm,0.8292,0.0018,0.7929,0.0016,0.8381,0.0015,12589.0119,8282.7597,12929.6444,8311.5945,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_median,logistic_regression,0.8006,0.0058,0.7616,0.0044,0.8118,0.0048,12589.0119,8282.7597,12929.6444,8311.5945,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.15,simple_median,random_forest,0.7877,0.0133,0.7526,0.0095,0.8011,0.0112,12589.0119,8282.7597,12929.6444,8311.5945,0.4882,0.0596,35130.0,71.5262,46848.6667,69.9595,,,,,,
adult,classification,MNAR,0.2,dropna,lightgbm,0.8769,0.0294,0.8135,0.0153,0.8802,0.0314,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.2,dropna,logistic_regression,0.8387,0.0388,0.7816,0.05,0.8511,0.0347,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.2,dropna,random_forest,0.866,0.0383,0.8022,0.0595,0.8733,0.031,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.2,iterative,lightgbm,0.8235,0.0059,0.7871,0.0066,0.833,0.0054,7254.729,4701.5567,7646.2399,4744.5301,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,iterative,logistic_regression,0.793,0.014,0.7543,0.0148,0.8051,0.0127,7254.729,4701.5567,7646.2399,4744.5301,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,iterative,random_forest,0.7883,0.0043,0.7526,0.0043,0.8016,0.0039,7254.729,4701.5567,7646.2399,4744.5301,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_3,lightgbm,0.8187,0.0078,0.7814,0.0086,0.8285,0.0072,10531.3515,1238.8393,13882.1369,1592.445,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_3,logistic_regression,0.785,0.0175,0.747,0.0173,0.7981,0.0157,10531.3515,1238.8393,13882.1369,1592.445,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_3,random_forest,0.7734,0.0124,0.7389,0.012,0.7884,0.0112,10531.3515,1238.8393,13882.1369,1592.445,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_5,lightgbm,0.8198,0.0081,0.783,0.0083,0.8296,0.0073,9151.7821,1721.6744,11752.9702,1996.0629,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_5,logistic_regression,0.7875,0.0172,0.7492,0.0171,0.8003,0.0154,9151.7821,1721.6744,11752.9702,1996.0629,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_5,random_forest,0.775,0.0105,0.7411,0.0099,0.7899,0.0094,9151.7821,1721.6744,11752.9702,1996.0629,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_7,lightgbm,0.8208,0.0088,0.7841,0.009,0.8305,0.0079,8568.4643,1965.0451,10751.4684,2184.9589,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_7,logistic_regression,0.7873,0.0165,0.7489,0.0167,0.8,0.0149,8568.4643,1965.0451,10751.4684,2184.9589,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,knn_7,random_forest,0.7769,0.0117,0.7431,0.0113,0.7917,0.0106,8568.4643,1965.0451,10751.4684,2184.9589,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,miceforest,lightgbm,0.8037,0.0042,0.7608,0.0033,0.8136,0.0035,16285.3355,587.8473,21545.4905,1254.7667,0.0,0.0,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,miceforest,logistic_regression,0.7572,0.0217,0.7093,0.0236,0.7707,0.0198,16285.3355,587.8473,21545.4905,1254.7667,0.0,0.0,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,miceforest,random_forest,0.7792,0.0092,0.735,0.0087,0.7914,0.0081,16285.3355,587.8473,21545.4905,1254.7667,0.0,0.0,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_const,lightgbm,0.8277,0.0042,0.7917,0.0045,0.8369,0.0038,26496.9474,4488.2108,26605.91,4436.6157,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_const,logistic_regression,0.7829,0.0081,0.7448,0.0076,0.7962,0.0071,26496.9474,4488.2108,26605.91,4436.6157,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_const,random_forest,0.7813,0.0053,0.7457,0.0052,0.7953,0.0047,26496.9474,4488.2108,26605.91,4436.6157,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_freq,lightgbm,0.8263,0.0044,0.7902,0.0045,0.8355,0.004,9774.6299,2079.8013,10069.4792,1941.2132,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_freq,logistic_regression,0.7932,0.0114,0.7541,0.0118,0.8052,0.0103,9774.6299,2079.8013,10069.4792,1941.2132,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_freq,random_forest,0.7832,0.006,0.7482,0.0061,0.7971,0.0054,9774.6299,2079.8013,10069.4792,1941.2132,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_mean,lightgbm,0.8282,0.0055,0.7922,0.0059,0.8373,0.005,7181.8074,4699.1234,7493.4031,4745.6388,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_mean,logistic_regression,0.7928,0.0134,0.7542,0.0139,0.805,0.0121,7181.8074,4699.1234,7493.4031,4745.6388,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_mean,random_forest,0.7892,0.0037,0.7541,0.0034,0.8025,0.0033,7181.8074,4699.1234,7493.4031,4745.6388,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_median,lightgbm,0.8258,0.006,0.7895,0.0064,0.8351,0.0054,7709.1435,1968.944,8048.3216,2019.134,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_median,logistic_regression,0.7943,0.0125,0.7554,0.0131,0.8063,0.0113,7709.1435,1968.944,8048.3216,2019.134,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.2,simple_median,random_forest,0.7834,0.0034,0.749,0.0038,0.7975,0.0032,7709.1435,1968.944,8048.3216,2019.134,0.4904,0.0818,46842.6667,42.0159,62386.3333,108.4866,,,,,,
adult,classification,MNAR,0.25,dropna,lightgbm,0.7829,0.1146,0.729,0.1088,0.7845,0.1169,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.25,dropna,logistic_regression,0.7668,0.0493,0.7296,0.032,0.7783,0.0491,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.25,dropna,random_forest,0.7656,0.0801,0.7252,0.0606,0.7754,0.0775,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.25,iterative,lightgbm,0.8177,0.0064,0.7815,0.0062,0.8278,0.0057,14071.8828,3865.0659,14545.8084,3786.8522,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,iterative,logistic_regression,0.7821,0.0049,0.7441,0.0053,0.7955,0.0044,14071.8828,3865.0659,14545.8084,3786.8522,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,iterative,random_forest,0.7794,0.0047,0.7464,0.0037,0.7941,0.004,14071.8828,3865.0659,14545.8084,3786.8522,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_3,lightgbm,0.8095,0.0059,0.7736,0.0059,0.8206,0.0052,13177.802,3914.7829,16501.619,3659.0189,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_3,logistic_regression,0.7744,0.0049,0.7375,0.0054,0.7888,0.0045,13177.802,3914.7829,16501.619,3659.0189,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_3,random_forest,0.7574,0.0057,0.726,0.0037,0.7744,0.0049,13177.802,3914.7829,16501.619,3659.0189,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_5,lightgbm,0.8113,0.0059,0.7754,0.005,0.8222,0.005,13197.173,3851.6201,15753.1728,3555.8709,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_5,logistic_regression,0.776,0.0053,0.7389,0.0052,0.7902,0.0047,13197.173,3851.6201,15753.1728,3555.8709,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_5,random_forest,0.7622,0.0046,0.7306,0.0034,0.7787,0.004,13197.173,3851.6201,15753.1728,3555.8709,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_7,lightgbm,0.8115,0.0069,0.7759,0.0065,0.8224,0.006,13157.904,3855.486,15292.923,3516.9328,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_7,logistic_regression,0.7775,0.0058,0.7403,0.0059,0.7915,0.0052,13157.904,3855.486,15292.923,3516.9328,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,knn_7,random_forest,0.7606,0.0082,0.7295,0.0063,0.7773,0.0072,13157.904,3855.486,15292.923,3516.9328,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,miceforest,lightgbm,0.7974,0.006,0.7562,0.0051,0.8085,0.0052,18949.2534,1519.203,24849.5209,1294.2191,0.0,0.0,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,miceforest,logistic_regression,0.7473,0.0023,0.7053,0.0065,0.7633,0.0029,18949.2534,1519.203,24849.5209,1294.2191,0.0,0.0,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,miceforest,random_forest,0.776,0.0043,0.7347,0.0048,0.7893,0.004,18949.2534,1519.203,24849.5209,1294.2191,0.0,0.0,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_const,lightgbm,0.8251,0.0046,0.7893,0.0051,0.8346,0.0043,21306.1061,2835.4349,21558.5127,2770.9842,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_const,logistic_regression,0.7761,0.0149,0.7391,0.0151,0.7903,0.0135,21306.1061,2835.4349,21558.5127,2770.9842,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_const,random_forest,0.7735,0.0053,0.7399,0.003,0.7886,0.0044,21306.1061,2835.4349,21558.5127,2770.9842,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_freq,lightgbm,0.8204,0.0044,0.7851,0.0044,0.8305,0.0039,11894.6835,3253.316,12341.0306,3197.3857,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_freq,logistic_regression,0.7868,0.0046,0.7494,0.0039,0.7999,0.0039,11894.6835,3253.316,12341.0306,3197.3857,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_freq,random_forest,0.7816,0.0024,0.7482,0.002,0.796,0.0021,11894.6835,3253.316,12341.0306,3197.3857,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_mean,lightgbm,0.8235,0.0049,0.7879,0.0052,0.8332,0.0045,13985.2693,3871.3434,14376.8051,3807.467,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_mean,logistic_regression,0.7821,0.0063,0.744,0.0062,0.7954,0.0055,13985.2693,3871.3434,14376.8051,3807.467,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_mean,random_forest,0.7774,0.0025,0.7448,0.002,0.7924,0.0022,13985.2693,3871.3434,14376.8051,3807.467,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_median,lightgbm,0.8186,0.0054,0.7835,0.0053,0.829,0.0048,12183.9335,2890.8906,12618.3071,2839.4862,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_median,logistic_regression,0.7863,0.0051,0.7486,0.004,0.7993,0.0043,12183.9335,2890.8906,12618.3071,2839.4862,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.25,simple_median,random_forest,0.7716,0.0092,0.7396,0.0073,0.7872,0.0081,12183.9335,2890.8906,12618.3071,2839.4862,0.4599,0.1353,58574.3333,56.6157,77512.0,1071.5535,,,,,,
adult,classification,MNAR,0.3,dropna,lightgbm,0.8105,0.1687,0.7898,0.1827,0.8129,0.1659,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.3,dropna,logistic_regression,0.7893,0.1048,0.6286,0.1335,0.8008,0.1142,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.3,dropna,random_forest,0.8458,0.1145,0.6646,0.1481,0.8419,0.1073,,,,,,,,,,,,,,,,
adult,classification,MNAR,0.3,iterative,lightgbm,0.8125,0.0058,0.7762,0.0069,0.8232,0.0054,13354.1379,9436.562,14427.3086,9932.725,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,iterative,logistic_regression,0.7819,0.0135,0.7433,0.0141,0.7952,0.0122,13354.1379,9436.562,14427.3086,9932.725,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,iterative,random_forest,0.7812,0.0085,0.7466,0.0086,0.7954,0.0077,13354.1379,9436.562,14427.3086,9932.725,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_3,lightgbm,0.808,0.011,0.7708,0.0119,0.8189,0.0101,16640.7531,7627.999,19986.8873,7237.7641,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_3,logistic_regression,0.7682,0.0121,0.7303,0.0122,0.783,0.011,16640.7531,7627.999,19986.8873,7237.7641,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_3,random_forest,0.764,0.0175,0.7301,0.0158,0.7799,0.0156,16640.7531,7627.999,19986.8873,7237.7641,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_5,lightgbm,0.8068,0.0116,0.7696,0.0128,0.8178,0.0106,15413.1778,7862.7634,18096.4089,7821.9058,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_5,logistic_regression,0.7711,0.012,0.7328,0.012,0.7855,0.0108,15413.1778,7862.7634,18096.4089,7821.9058,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_5,random_forest,0.7674,0.0159,0.734,0.0147,0.7831,0.0142,15413.1778,7862.7634,18096.4089,7821.9058,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_7,lightgbm,0.8104,0.0092,0.7737,0.0101,0.8212,0.0084,15261.5969,8365.8327,17547.9885,8520.8609,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_7,logistic_regression,0.7737,0.0132,0.7351,0.0133,0.7878,0.0119,15261.5969,8365.8327,17547.9885,8520.8609,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,knn_7,random_forest,0.7665,0.0126,0.7332,0.012,0.7823,0.0113,15261.5969,8365.8327,17547.9885,8520.8609,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,miceforest,lightgbm,0.7919,0.0009,0.7449,0.0067,0.8019,0.0019,20642.6526,4222.6415,25794.0666,3957.9866,0.0,0.0,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,miceforest,logistic_regression,0.7325,0.0128,0.6812,0.0061,0.7475,0.0084,20642.6526,4222.6415,25794.0666,3957.9866,0.0,0.0,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,miceforest,random_forest,0.7751,0.0076,0.726,0.0045,0.7863,0.004,20642.6526,4222.6415,25794.0666,3957.9866,0.0,0.0,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_const,lightgbm,0.8188,0.0079,0.7827,0.0088,0.8289,0.0073,32759.7497,12852.1854,33198.0129,13162.6202,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_const,logistic_regression,0.7672,0.0017,0.7297,0.0027,0.7822,0.0017,32759.7497,12852.1854,33198.0129,13162.6202,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_const,random_forest,0.7709,0.0068,0.7363,0.0051,0.7861,0.0058,32759.7497,12852.1854,33198.0129,13162.6202,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_freq,lightgbm,0.817,0.0085,0.7808,0.0096,0.8272,0.0079,11047.6862,1531.2276,12326.3098,2845.7981,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_freq,logistic_regression,0.7816,0.0138,0.7428,0.0142,0.7949,0.0125,11047.6862,1531.2276,12326.3098,2845.7981,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_freq,random_forest,0.7707,0.0058,0.7369,0.0065,0.786,0.0054,11047.6862,1531.2276,12326.3098,2845.7981,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_mean,lightgbm,0.8194,0.0066,0.7833,0.0079,0.8294,0.0062,13219.0063,9458.255,14181.9101,9950.3091,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_mean,logistic_regression,0.7829,0.0158,0.7443,0.0166,0.796,0.0144,13219.0063,9458.255,14181.9101,9950.3091,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_mean,random_forest,0.7838,0.0084,0.7487,0.008,0.7977,0.0075,13219.0063,9458.255,14181.9101,9950.3091,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_median,lightgbm,0.8172,0.0071,0.7814,0.0079,0.8275,0.0066,13847.5021,8310.1448,14798.331,8889.0952,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_median,logistic_regression,0.7841,0.014,0.7454,0.0148,0.7972,0.0128,13847.5021,8310.1448,14798.331,8889.0952,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
adult,classification,MNAR,0.3,simple_median,random_forest,0.7758,0.0125,0.7427,0.0114,0.7908,0.0111,13847.5021,8310.1448,14798.331,8889.0952,0.4375,0.0942,70274.6667,123.0867,92825.3333,948.9364,,,,,,
air_quality_uci,regression,MAR,0.01,dropna,lightgbm,,,,,,,,,,,,,,,,,0.1423,0.0188,0.3547,0.0399,0.9976,0.0003
air_quality_uci,regression,MAR,0.01,dropna,random_forest,,,,,,,,,,,,,,,,,0.06,0.0006,0.1293,0.0143,0.9997,0.0001
air_quality_uci,regression,MAR,0.01,dropna,ridge_regression,,,,,,,,,,,,,,,,,0.4232,0.0007,0.5272,0.0151,0.9947,0.0008
air_quality_uci,regression,MAR,0.01,iterative,lightgbm,,,,,,,42.3754,4.9798,58.09,5.3834,,,715.5,28.9914,0.0,0.0,0.07,0.0038,0.2868,0.0377,0.9985,0.0004
air_quality_uci,regression,MAR,0.01,iterative,random_forest,,,,,,,42.3754,4.9798,58.09,5.3834,,,715.5,28.9914,0.0,0.0,0.0308,0.0019,0.1937,0.0384,0.9993,0.0003
air_quality_uci,regression,MAR,0.01,iterative,ridge_regression,,,,,,,42.3754,4.9798,58.09,5.3834,,,715.5,28.9914,0.0,0.0,0.799,0.0169,1.1042,0.0277,0.9786,0.0009
air_quality_uci,regression,MAR,0.01,knn_3,lightgbm,,,,,,,35.5038,0.5963,49.2086,0.686,,,715.5,28.9914,0.0,0.0,0.076,0.0029,0.2838,0.0117,0.9986,0.0001
