,,,,,,accuracy,accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,imp_mae_num,imp_mae_num,imp_rmse_num,imp_rmse_num,imp_acc_cat,imp_acc_cat,imp_n_num,imp_n_num,imp_n_cat,imp_n_cat,mae,mae,rmse,rmse,r2,r2
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,task,mechanism,rate,imputer,model,,,,,,,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.01,knn_5,lightgbm,0.8558,0.0013,0.7498,0.0011,0.8746,0.0007,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,knn_5,logistic_regression,0.8399,0.006,0.7224,0.009,0.8607,0.005,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,knn_5,random_forest,0.8433,0.0033,0.7299,0.0038,0.8639,0.0025,294.3128,45.3351,483.4845,76.8516,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,knn_7,lightgbm,0.8556,0.0014,0.749,0.0013,0.8743,0.0009,286.8808,45.835,465.9445,75.3586,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,knn_7,logistic_regression,0.84,0.0062,0.7225,0.0092,0.8608,0.0051,286.8808,45.835,465.9445,75.3586,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,knn_7,random_forest,0.8459,0.002,0.7327,0.004,0.8659,0.0018,286.8808,45.835,465.9445,75.3586,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,miceforest,lightgbm,0.8493,0.0024,0.7398,0.0015,0.8691,0.0016,361.5456,134.347,727.3152,365.6636,0.0,0.0,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,miceforest,logistic_regression,0.8043,0.0077,0.6774,0.0068,0.8324,0.0057,361.5456,134.347,727.3152,365.6636,0.0,0.0,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,miceforest,random_forest,0.8469,0.0056,0.7281,0.0061,0.8658,0.0043,361.5456,134.347,727.3152,365.6636,0.0,0.0,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_const,lightgbm,0.8558,0.0008,0.7501,0.0018,0.8746,0.0005,277.7991,61.126,515.027,91.2274,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_const,logistic_regression,0.8402,0.0062,0.7224,0.01,0.8609,0.0053,277.7991,61.126,515.027,91.2274,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_const,random_forest,0.8403,0.0008,0.7272,0.0024,0.8618,0.0002,277.7991,61.126,515.027,91.2274,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_freq,lightgbm,0.8551,0.0006,0.7485,0.0022,0.8739,0.0004,259.4698,62.7538,499.7812,92.985,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_freq,logistic_regression,0.8402,0.0059,0.7227,0.0092,0.861,0.005,259.4698,62.7538,499.7812,92.985,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_freq,random_forest,0.8441,0.0003,0.7306,0.0022,0.8645,0.0002,259.4698,62.7538,499.7812,92.985,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_mean,lightgbm,0.8552,0.0023,0.7487,0.0013,0.874,0.0015,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_mean,logistic_regression,0.8399,0.0059,0.7223,0.0089,0.8607,0.0049,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_mean,random_forest,0.8402,0.0023,0.7263,0.0024,0.8616,0.0017,259.7553,25.3717,435.1914,76.6101,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_median,lightgbm,0.8555,0.0019,0.7491,0.003,0.8742,0.0014,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_median,logistic_regression,0.8401,0.0061,0.7226,0.0094,0.8609,0.0051,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.01,simple_median,random_forest,0.8423,0.0035,0.7293,0.0023,0.8633,0.0025,230.9752,51.6566,466.7684,89.6525,0.5239,0.0851,2532.3333,13.6504,2784.0,217.7728,,,,,,
bank_marketing,classification,MAR,0.05,dropna,lightgbm,0.842,0.0111,0.7922,0.0059,0.8463,0.0117,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,dropna,logistic_regression,0.832,0.0107,0.7881,0.0069,0.8394,0.0119,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,dropna,random_forest,0.8526,0.0186,0.8023,0.0085,0.8551,0.0192,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.05,iterative,lightgbm,0.8564,0.0013,0.7499,0.0049,0.8749,0.0015,237.5,17.5262,442.5443,79.8347,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,iterative,logistic_regression,0.8392,0.003,0.7199,0.0052,0.86,0.0025,237.5,17.5262,442.5443,79.8347,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,iterative,random_forest,0.8411,0.0067,0.7265,0.0069,0.8621,0.005,237.5,17.5262,442.5443,79.8347,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_3,lightgbm,0.8537,0.0014,0.746,0.0016,0.8727,0.0006,288.812,20.3956,522.9127,68.3379,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_3,logistic_regression,0.8378,0.0043,0.7184,0.0077,0.8588,0.0037,288.812,20.3956,522.9127,68.3379,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_3,random_forest,0.8426,0.0044,0.7281,0.003,0.8633,0.003,288.812,20.3956,522.9127,68.3379,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_5,lightgbm,0.8546,0.0028,0.7471,0.003,0.8734,0.0019,278.7004,22.2072,499.1885,74.8459,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_5,logistic_regression,0.8385,0.0038,0.7194,0.0073,0.8594,0.0034,278.7004,22.2072,499.1885,74.8459,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_5,random_forest,0.8416,0.0028,0.7276,0.0025,0.8626,0.0019,278.7004,22.2072,499.1885,74.8459,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_7,lightgbm,0.8539,0.001,0.746,0.0029,0.8728,0.0008,271.3053,24.5053,484.9412,80.0021,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_7,logistic_regression,0.839,0.0037,0.7197,0.0067,0.8597,0.0032,271.3053,24.5053,484.9412,80.0021,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,knn_7,random_forest,0.8414,0.0045,0.728,0.0042,0.8625,0.0033,271.3053,24.5053,484.9412,80.0021,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,miceforest,lightgbm,0.8416,0.0023,0.7288,0.002,0.8628,0.0016,306.8769,23.2415,620.0402,89.5596,0.0,0.0,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,miceforest,logistic_regression,0.8017,0.0089,0.6727,0.0069,0.8301,0.0064,306.8769,23.2415,620.0402,89.5596,0.0,0.0,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,miceforest,random_forest,0.8489,0.0019,0.7253,0.002,0.8664,0.0013,306.8769,23.2415,620.0402,89.5596,0.0,0.0,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_const,lightgbm,0.855,0.0017,0.7483,0.0056,0.8738,0.0019,246.8725,21.5723,511.9693,81.2903,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_const,logistic_regression,0.8382,0.0057,0.7184,0.0082,0.8591,0.0046,246.8725,21.5723,511.9693,81.2903,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_const,random_forest,0.8403,0.0018,0.7261,0.0008,0.8616,0.0009,246.8725,21.5723,511.9693,81.2903,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_freq,lightgbm,0.8551,0.0026,0.7483,0.0058,0.8739,0.0023,228.9666,22.8792,497.442,82.5329,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_freq,logistic_regression,0.8384,0.0031,0.7188,0.0042,0.8593,0.0024,228.9666,22.8792,497.442,82.5329,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_freq,random_forest,0.8396,0.0024,0.7253,0.0022,0.861,0.0017,228.9666,22.8792,497.442,82.5329,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_mean,lightgbm,0.8557,0.0011,0.7486,0.0036,0.8743,0.0009,244.0553,16.227,447.3477,80.1433,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_mean,logistic_regression,0.8392,0.0033,0.7198,0.0053,0.8599,0.0027,244.0553,16.227,447.3477,80.1433,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_mean,random_forest,0.8419,0.0047,0.7283,0.0046,0.8629,0.0034,244.0553,16.227,447.3477,80.1433,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_median,lightgbm,0.8555,0.0012,0.7487,0.0035,0.8742,0.0012,203.0858,20.5755,468.5938,84.3862,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_median,logistic_regression,0.8381,0.0027,0.7182,0.0036,0.859,0.002,203.0858,20.5755,468.5938,84.3862,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.05,simple_median,random_forest,0.8371,0.0076,0.7227,0.0067,0.8591,0.0055,203.0858,20.5755,468.5938,84.3862,0.5675,0.065,12698.0,30.0,14161.6667,1246.0387,,,,,,
bank_marketing,classification,MAR,0.1,dropna,lightgbm,0.8821,0.0353,0.7401,0.1038,0.8803,0.036,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,dropna,logistic_regression,0.8352,0.0184,0.7406,0.0507,0.8521,0.0303,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,dropna,random_forest,0.8901,0.0393,0.7235,0.1439,0.8829,0.0342,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.1,iterative,lightgbm,0.8583,0.0035,0.7507,0.004,0.8762,0.0027,277.442,31.8445,506.6415,99.0979,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,iterative,logistic_regression,0.8328,0.0109,0.7135,0.0115,0.8551,0.0083,277.442,31.8445,506.6415,99.0979,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,iterative,random_forest,0.8446,0.0101,0.7303,0.0112,0.8648,0.0078,277.442,31.8445,506.6415,99.0979,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_3,lightgbm,0.8503,0.0063,0.7397,0.007,0.8696,0.0048,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_3,logistic_regression,0.831,0.0083,0.7106,0.01,0.8536,0.0065,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_3,random_forest,0.8401,0.0074,0.7245,0.0074,0.8612,0.0056,313.9994,24.3991,573.0672,82.2058,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_5,lightgbm,0.8531,0.0064,0.7437,0.0074,0.872,0.0049,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_5,logistic_regression,0.8312,0.0105,0.7115,0.0116,0.8538,0.0081,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_5,random_forest,0.8409,0.0098,0.7251,0.0091,0.8618,0.0072,300.7385,29.6578,547.7088,95.2954,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_7,lightgbm,0.8549,0.0065,0.7455,0.0075,0.8733,0.0051,296.859,31.872,538.9251,100.4175,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_7,logistic_regression,0.8307,0.0109,0.7109,0.0121,0.8534,0.0084,296.859,31.872,538.9251,100.4175,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,knn_7,random_forest,0.8402,0.01,0.7246,0.0113,0.8612,0.0077,296.859,31.872,538.9251,100.4175,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,miceforest,lightgbm,0.8369,0.003,0.7221,0.0035,0.8589,0.0023,352.8515,46.1446,679.4791,87.5946,0.0,0.0,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,miceforest,logistic_regression,0.7954,0.0126,0.6649,0.0105,0.8251,0.0093,352.8515,46.1446,679.4791,87.5946,0.0,0.0,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,miceforest,random_forest,0.8457,0.0021,0.719,0.0065,0.8635,0.0023,352.8515,46.1446,679.4791,87.5946,0.0,0.0,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_const,lightgbm,0.8557,0.0026,0.747,0.001,0.874,0.0017,287.3758,43.7843,576.647,100.6771,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_const,logistic_regression,0.8358,0.0065,0.717,0.0084,0.8574,0.0052,287.3758,43.7843,576.647,100.6771,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_const,random_forest,0.8509,0.0019,0.7373,0.0025,0.8696,0.0015,287.3758,43.7843,576.647,100.6771,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_freq,lightgbm,0.8559,0.0024,0.747,0.0018,0.8741,0.0017,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_freq,logistic_regression,0.8347,0.0072,0.7152,0.0083,0.8565,0.0056,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_freq,random_forest,0.8463,0.004,0.7325,0.0044,0.8661,0.0031,269.9415,42.5524,562.1135,99.5152,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_mean,lightgbm,0.8583,0.0036,0.7512,0.0042,0.8762,0.0028,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_mean,logistic_regression,0.8322,0.0099,0.7129,0.0102,0.8546,0.0075,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_mean,random_forest,0.8484,0.0114,0.7344,0.0133,0.8677,0.0089,281.2392,32.1332,504.3743,91.4859,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_median,lightgbm,0.8537,0.0037,0.7447,0.0044,0.8725,0.0028,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_median,logistic_regression,0.8345,0.0091,0.7155,0.0105,0.8565,0.0071,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.1,simple_median,random_forest,0.8429,0.0072,0.7279,0.0063,0.8634,0.0053,247.1603,42.1148,531.4457,100.0377,0.5225,0.0397,25297.0,54.8361,28937.6667,647.2382,,,,,,
bank_marketing,classification,MAR,0.15,dropna,lightgbm,0.8175,0.1723,0.6353,0.0349,0.8221,0.1529,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,dropna,logistic_regression,0.8146,0.0626,0.6635,0.0952,0.8371,0.065,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,dropna,random_forest,0.9069,0.0466,0.6783,0.0582,0.8886,0.0509,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.15,iterative,lightgbm,0.8466,0.0082,0.7318,0.0074,0.8662,0.0061,250.8725,9.7276,459.808,53.3853,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,iterative,logistic_regression,0.8257,0.0087,0.6998,0.0098,0.8487,0.0067,250.8725,9.7276,459.808,53.3853,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,iterative,random_forest,0.8405,0.0105,0.7193,0.0118,0.8606,0.008,250.8725,9.7276,459.808,53.3853,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_3,lightgbm,0.8429,0.0095,0.7273,0.0084,0.8633,0.0069,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_3,logistic_regression,0.8226,0.0047,0.6955,0.0065,0.8462,0.0038,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_3,random_forest,0.8368,0.0026,0.715,0.0044,0.8577,0.0022,290.7093,31.3766,529.4743,56.4994,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_5,lightgbm,0.8449,0.008,0.7296,0.0077,0.8648,0.0059,277.824,28.7492,507.0618,56.2168,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_5,logistic_regression,0.8235,0.0067,0.6966,0.0078,0.8469,0.0052,277.824,28.7492,507.0618,56.2168,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_5,random_forest,0.8435,0.007,0.7217,0.0093,0.8627,0.0056,277.824,28.7492,507.0618,56.2168,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_7,lightgbm,0.8468,0.0078,0.732,0.0074,0.8663,0.0058,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_7,logistic_regression,0.8236,0.0069,0.6973,0.0079,0.8471,0.0053,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,knn_7,random_forest,0.8409,0.0109,0.7188,0.0159,0.8607,0.009,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,miceforest,lightgbm,0.8165,0.008,0.6945,0.0089,0.8424,0.0062,327.2863,33.535,640.8558,54.8617,0.0,0.0,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,miceforest,logistic_regression,0.7663,0.0319,0.633,0.0251,0.8022,0.0238,327.2863,33.535,640.8558,54.8617,0.0,0.0,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,miceforest,random_forest,0.835,0.0053,0.6991,0.0052,0.854,0.0037,327.2863,33.535,640.8558,54.8617,0.0,0.0,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_const,lightgbm,0.8488,0.0074,0.7359,0.0071,0.8682,0.0055,255.7188,14.7003,527.616,51.4094,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_const,logistic_regression,0.8208,0.0101,0.6937,0.0153,0.8448,0.0084,255.7188,14.7003,527.616,51.4094,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_const,random_forest,0.8461,0.0101,0.7256,0.0128,0.8649,0.008,255.7188,14.7003,527.616,51.4094,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_freq,lightgbm,0.8468,0.0115,0.7331,0.0112,0.8666,0.0086,237.7826,14.5136,512.289,50.4196,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_freq,logistic_regression,0.8247,0.0099,0.6978,0.0133,0.8478,0.008,237.7826,14.5136,512.289,50.4196,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_freq,random_forest,0.8408,0.0047,0.7192,0.007,0.8607,0.0039,237.7826,14.5136,512.289,50.4196,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_mean,lightgbm,0.8463,0.0069,0.7328,0.0061,0.8662,0.005,255.915,7.6399,462.7459,52.7839,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_mean,logistic_regression,0.8261,0.0082,0.6999,0.0091,0.8489,0.0063,255.915,7.6399,462.7459,52.7839,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_mean,random_forest,0.8398,0.0112,0.7206,0.0113,0.8604,0.0083,255.915,7.6399,462.7459,52.7839,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_median,lightgbm,0.8476,0.0075,0.7336,0.0068,0.8671,0.0055,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_median,logistic_regression,0.8257,0.0088,0.6992,0.0104,0.8486,0.0069,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.15,simple_median,random_forest,0.8376,0.0114,0.7171,0.0128,0.8585,0.0088,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697,37977.3333,39.879,42327.6667,1396.8036,,,,,,
bank_marketing,classification,MAR,0.2,dropna,lightgbm,0.8801,0.0208,0.6824,0.054,0.8627,0.0344,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,dropna,logistic_regression,0.8328,0.0627,0.7149,0.061,0.8467,0.0558,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,dropna,random_forest,0.8976,0.0456,0.6775,0.146,0.8676,0.0701,,,,,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,iterative,lightgbm,0.8445,0.0055,0.7316,0.0074,0.865,0.0044,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,iterative,logistic_regression,0.8258,0.0097,0.7015,0.0113,0.8491,0.0075,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,iterative,random_forest,0.8422,0.0042,0.7219,0.008,0.862,0.0037,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_3,lightgbm,0.8391,0.0071,0.7217,0.0101,0.8602,0.0059,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_3,logistic_regression,0.8196,0.0043,0.6941,0.0058,0.8442,0.0035,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_3,random_forest,0.8271,0.01,0.7027,0.0107,0.85,0.0076,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_5,lightgbm,0.8422,0.0038,0.725,0.0061,0.8625,0.0032,266.9281,26.273,532.099,26.5741,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_5,logistic_regression,0.8201,0.0057,0.6949,0.0073,0.8446,0.0045,266.9281,26.273,532.099,26.5741,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_5,random_forest,0.8322,0.0045,0.7077,0.005,0.8538,0.0034,266.9281,26.273,532.099,26.5741,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
bank_marketing,classification,MAR,0.2,knn_7,lightgbm,0.8442,0.006,0.7286,0.0087,0.8643,0.0049,263.2385,24.1537,525.9272,28.0634,0.5778,0.0331,50696.0,39.5095,55919.0,1500.6172,,,,,,
