dataset,task,seed,mechanism,rate,imputer,model,accuracy,macro_f1,weighted_f1,mae,rmse,r2
air_quality_uci,regression,42,MCAR,0.05,iterative,ridge_regression,,,,0.8225491344766245,1.1558212453794086,0.9781010825876847
air_quality_uci,regression,42,MCAR,0.05,iterative,random_forest,,,,0.1599889021348768,0.4808530939360238,0.9962097650746309
air_quality_uci,regression,42,MCAR,0.05,iterative,lightgbm,,,,0.24434686361007332,0.7533205086292134,0.9906974742352741
air_quality_uci,regression,42,MCAR,0.05,miceforest,ridge_regression,,,,1.1402674248088513,1.6464288709830186,0.95556478910282
air_quality_uci,regression,42,MCAR,0.05,miceforest,random_forest,,,,0.16772985263116993,0.606290314895153,0.9939743686061543
air_quality_uci,regression,42,MCAR,0.05,miceforest,lightgbm,,,,0.3010959396620764,0.89149532107356,0.9869719494214811
air_quality_uci,regression,42,NONE,0.0,baseline_dropna,ridge_regression,,,,0.790877150197615,1.1293343658813795,0.9769136632891803
air_quality_uci,regression,42,NONE,0.0,baseline_dropna,random_forest,,,,0.028547187323722814,0.17331970898427027,0.9994562417743406
air_quality_uci,regression,42,NONE,0.0,baseline_dropna,lightgbm,,,,0.08646857668922463,0.5071855213579656,0.9953436712845167
air_quality_uci,regression,42,MCAR,0.05,dropna,ridge_regression,,,,0.7048174655345059,0.9795264155034579,0.9860631758640043
air_quality_uci,regression,42,MCAR,0.05,dropna,random_forest,,,,0.6553846153846157,1.583749203144721,0.9635662114192889
air_quality_uci,regression,42,MCAR,0.05,dropna,lightgbm,,,,1.3003285298512002,2.7283736804129037,0.891871739120484
air_quality_uci,regression,42,MCAR,0.05,simple_mean,ridge_regression,,,,1.1446415004524004,1.9975526896630575,0.9277718610919555
air_quality_uci,regression,42,MCAR,0.05,simple_mean,random_forest,,,,0.21253434898148182,1.0556420337454462,0.9798282634781132
air_quality_uci,regression,42,MCAR,0.05,simple_mean,lightgbm,,,,0.3006214396457591,1.2774423574543168,0.9704612194560105
air_quality_uci,regression,42,MCAR,0.05,simple_median,ridge_regression,,,,1.146511024329161,2.0208381054425315,0.9260781235852953
air_quality_uci,regression,42,MCAR,0.05,simple_median,random_forest,,,,0.22142403508781916,1.0771219867243635,0.9789990123530382
air_quality_uci,regression,42,MCAR,0.05,simple_median,lightgbm,,,,0.3067254271056005,1.2762994021944192,0.9705140537789421
air_quality_uci,regression,42,MCAR,0.05,simple_freq,ridge_regression,,,,1.2763959774879607,2.2160594064684096,0.9111059415405574
air_quality_uci,regression,42,MCAR,0.05,simple_freq,random_forest,,,,0.2045096065677935,1.1268750193944312,0.9770141038335579
air_quality_uci,regression,42,MCAR,0.05,simple_freq,lightgbm,,,,0.276853631109108,1.2680728750276125,0.9708929385317965
air_quality_uci,regression,42,MCAR,0.05,simple_const,ridge_regression,,,,2.2368856709991123,3.2757268619252558,0.8057659787105613
air_quality_uci,regression,42,MCAR,0.05,simple_const,random_forest,,,,0.18708726293669187,1.0260371530121777,0.9809438083736086
air_quality_uci,regression,42,MCAR,0.05,simple_const,lightgbm,,,,0.2545887169673337,1.2575023463805306,0.9713761830686914
air_quality_uci,regression,42,MCAR,0.05,knn_3,ridge_regression,,,,0.7332862894113373,1.1937525414269725,0.9742048204113788
air_quality_uci,regression,42,MCAR,0.05,knn_3,random_forest,,,,0.20055239889679377,0.8067006966646973,0.9882202845047027
air_quality_uci,regression,42,MCAR,0.05,knn_3,lightgbm,,,,0.25930849600266703,0.8112274422788633,0.9880877114524433
air_quality_uci,regression,42,MCAR,0.05,knn_5,ridge_regression,,,,0.7180102839649506,1.186337381383641,0.974524285814035
air_quality_uci,regression,42,MCAR,0.05,knn_5,random_forest,,,,0.19596484720897922,0.743448233398533,0.9899951310331196
air_quality_uci,regression,42,MCAR,0.05,knn_5,lightgbm,,,,0.2410683218168468,0.8191605620782197,0.9878535879990396
air_quality_uci,regression,42,MCAR,0.05,knn_7,ridge_regression,,,,0.6938858287819004,1.1758437519304974,0.9749729783638226
air_quality_uci,regression,42,MCAR,0.05,knn_7,random_forest,,,,0.18085994816231177,0.7490841599570014,0.9898428664042334
air_quality_uci,regression,42,MCAR,0.05,knn_7,lightgbm,,,,0.2617835610705621,0.8322747311825817,0.9874615643392742
air_quality_uci,regression,42,MCAR,0.05,iterative,ridge_regression,,,,0.8070270982636276,1.1505068292581044,0.9760399158325711
air_quality_uci,regression,42,MCAR,0.05,iterative,random_forest,,,,0.18826281063033237,0.612769116638487,0.9932032127629236
air_quality_uci,regression,42,MCAR,0.05,iterative,lightgbm,,,,0.22081842006148253,0.7367150162778562,0.9901755333760792
air_quality_uci,regression,42,MCAR,0.05,miceforest,ridge_regression,,,,1.1446415004524004,1.9975526896630575,0.9277718610919555
air_quality_uci,regression,42,MCAR,0.05,miceforest,random_forest,,,,0.21253434898148182,1.0556420337454462,0.9798282634781132
air_quality_uci,regression,42,MCAR,0.05,miceforest,lightgbm,,,,0.3006214396457591,1.2774423574543168,0.9704612194560105
communities_crime,regression,42,NONE,0.0,baseline_dropna,ridge_regression,,,,0.09410276792877946,0.13434782532706915,0.6231536338065957
communities_crime,regression,42,NONE,0.0,baseline_dropna,random_forest,,,,0.09345970193292749,0.13967900529837182,0.5926522543311554
communities_crime,regression,42,NONE,0.0,baseline_dropna,lightgbm,,,,0.08941399997421538,0.13516374381525542,0.6185624229718081
communities_crime,regression,42,MCAR,0.05,simple_mean,ridge_regression,,,,0.09873051085488657,0.1382552463495464,0.6009141857905516
communities_crime,regression,42,MCAR,0.05,simple_mean,random_forest,,,,0.09588566006677075,0.13905205445994012,0.5963008177835287
communities_crime,regression,42,MCAR,0.05,simple_mean,lightgbm,,,,0.09142250140177821,0.13829753974321926,0.6006699813128266
communities_crime,regression,42,MCAR,0.05,simple_median,ridge_regression,,,,0.09754461816076875,0.13704849623774085,0.6078505599729682
communities_crime,regression,42,MCAR,0.05,simple_median,random_forest,,,,0.0974590501021329,0.14382416600315698,0.5681163345101768
communities_crime,regression,42,MCAR,0.05,simple_median,lightgbm,,,,0.09095921375170815,0.13675045664456487,0.6095543214514825
communities_crime,regression,42,MCAR,0.05,simple_freq,ridge_regression,,,,0.09493367984651296,0.13440929419767772,0.622808713898686
communities_crime,regression,42,MCAR,0.05,simple_freq,random_forest,,,,0.09720374061780801,0.14107065948369457,0.5844948192471641
communities_crime,regression,42,MCAR,0.05,simple_freq,lightgbm,,,,0.09063521631610173,0.1348921123874654,0.6200939923192488
communities_crime,regression,42,MCAR,0.05,simple_const,ridge_regression,,,,0.09908450589695669,0.13830304756134398,0.6006381733585276
communities_crime,regression,42,MCAR,0.05,simple_const,random_forest,,,,0.09969537826935405,0.14378520857822616,0.5683502701171592
communities_crime,regression,42,MCAR,0.05,simple_const,lightgbm,,,,0.0937939828459092,0.1389675866568706,0.5967911266276774
communities_crime,regression,42,MCAR,0.05,knn_3,ridge_regression,,,,0.09522382884021716,0.13311425019369824,0.6300422322090262
communities_crime,regression,42,MCAR,0.05,knn_3,random_forest,,,,0.09449053623134875,0.14027422754862104,0.5891731480627782
communities_crime,regression,42,MCAR,0.05,knn_3,lightgbm,,,,0.08766874222636609,0.13085887857784018,0.6424725113191417
communities_crime,regression,42,MCAR,0.05,knn_5,ridge_regression,,,,0.09322413172024457,0.1329937571688326,0.6307116895373437
communities_crime,regression,42,MCAR,0.05,knn_5,random_forest,,,,0.09439945488354995,0.13915491199476634,0.5957033600842238
communities_crime,regression,42,MCAR,0.05,knn_5,lightgbm,,,,0.08854813064735022,0.1341161757500475,0.6244520700214662
communities_crime,regression,42,MCAR,0.05,knn_7,ridge_regression,,,,0.092367199883343,0.13253846817184303,0.6332357946699243
communities_crime,regression,42,MCAR,0.05,knn_7,random_forest,,,,0.0947042717592931,0.13939107828550132,0.5943298942213748
communities_crime,regression,42,MCAR,0.05,knn_7,lightgbm,,,,0.08955712568207319,0.13486980074115879,0.6202196575981941
communities_crime,regression,42,MCAR,0.05,iterative,ridge_regression,,,,0.09303823665397525,0.13272516296210704,0.632201812715387
communities_crime,regression,42,MCAR,0.05,iterative,random_forest,,,,0.09379136814171081,0.1378629027167445,0.6031760400204278
communities_crime,regression,42,MCAR,0.05,iterative,lightgbm,,,,0.09043305693815082,0.13679748294213184,0.6092857392152256
communities_crime,regression,42,MCAR,0.05,miceforest,ridge_regression,,,,0.09873051085488657,0.1382552463495464,0.6009141857905516
communities_crime,regression,42,MCAR,0.05,miceforest,random_forest,,,,0.09588566006677075,0.13905205445994012,0.5963008177835287
communities_crime,regression,42,MCAR,0.05,miceforest,lightgbm,,,,0.09142250140177821,0.13829753974321926,0.6006699813128266
communities_crime,regression,42,NONE,0.0,baseline_dropna,ridge_regression,,,,0.0998970473511216,0.1407417806068293,0.6268871237351472
communities_crime,regression,42,NONE,0.0,baseline_dropna,random_forest,,,,0.09732235864247198,0.14233927865034302,0.6183689733831338
communities_crime,regression,42,NONE,0.0,baseline_dropna,lightgbm,,,,0.0934193230113728,0.13757226359187152,0.6435029661295228
communities_crime,regression,42,MCAR,0.05,simple_mean,ridge_regression,,,,0.10292436376298214,0.14356517347716305,0.611767083364323
communities_crime,regression,42,MCAR,0.05,simple_mean,random_forest,,,,0.0985285670587107,0.14343989062090423,0.6124443744511772
communities_crime,regression,42,MCAR,0.05,simple_mean,lightgbm,,,,0.0984457660275305,0.14558279587486847,0.6007781841174744
communities_crime,regression,42,MCAR,0.05,simple_median,ridge_regression,,,,0.1026962585043941,0.14379197431838897,0.610539472226851
communities_crime,regression,42,MCAR,0.05,simple_median,random_forest,,,,0.09906274682738117,0.14346311343316118,0.6123188743542431
communities_crime,regression,42,MCAR,0.05,simple_median,lightgbm,,,,0.09748892490426979,0.14193457842085241,0.6205360014052119
communities_crime,regression,42,MCAR,0.05,simple_freq,ridge_regression,,,,0.10253290796065678,0.14449549684253238,0.6067191681712327
communities_crime,regression,42,MCAR,0.05,simple_freq,random_forest,,,,0.10297135271784116,0.1479456696364796,0.5877139216076182
communities_crime,regression,42,MCAR,0.05,simple_freq,lightgbm,,,,0.09464900394496521,0.14067251509215525,0.6272542854382124
communities_crime,regression,42,MCAR,0.05,simple_const,ridge_regression,,,,0.10246194549094745,0.14496940863465008,0.6041351974562008
communities_crime,regression,42,MCAR,0.05,simple_const,random_forest,,,,0.10546459090513086,0.15133045098788117,0.5686331101703164
communities_crime,regression,42,MCAR,0.05,simple_const,lightgbm,,,,0.09621104055635316,0.14217122047467123,0.6192696151780717
communities_crime,regression,42,MCAR,0.05,knn_3,ridge_regression,,,,0.09763780779343674,0.1379281595836735,0.641656082543165
communities_crime,regression,42,MCAR,0.05,knn_3,random_forest,,,,0.09905739881297593,0.14595183554645474,0.5987516339387329
communities_crime,regression,42,MCAR,0.05,knn_3,lightgbm,,,,0.09600812831168763,0.14105513059747074,0.6252238640193712
communities_crime,regression,42,MCAR,0.05,knn_5,ridge_regression,,,,0.09989968601468788,0.140406871078562,0.6286607318333799
communities_crime,regression,42,MCAR,0.05,knn_5,random_forest,,,,0.0991567821400813,0.14502333544287913,0.6038406291602272
communities_crime,regression,42,MCAR,0.05,knn_5,lightgbm,,,,0.09218470898346928,0.13652216809777218,0.6489245123201817
communities_crime,regression,42,MCAR,0.05,knn_7,ridge_regression,,,,0.10163437041194254,0.1420239485585929,0.6200579864365696
communities_crime,regression,42,MCAR,0.05,knn_7,random_forest,,,,0.0974101298919842,0.1428865721996082,0.6154285940056786
communities_crime,regression,42,MCAR,0.05,knn_7,lightgbm,,,,0.09541740979294047,0.1397423422243554,0.6321674220743426
communities_crime,regression,42,MCAR,0.05,iterative,ridge_regression,,,,0.0985815603892209,0.13934184324328766,0.6342728035503954
communities_crime,regression,42,MCAR,0.05,iterative,random_forest,,,,0.0958143204131974,0.14326158293517932,0.6134073031774647
communities_crime,regression,42,MCAR,0.05,iterative,lightgbm,,,,0.09402884710982014,0.1390100945149376,0.6360121963595087
communities_crime,regression,42,MCAR,0.05,miceforest,ridge_regression,,,,0.10292436376298214,0.14356517347716305,0.611767083364323
communities_crime,regression,42,MCAR,0.05,miceforest,random_forest,,,,0.0985285670587107,0.14343989062090423,0.6124443744511772
communities_crime,regression,42,MCAR,0.05,miceforest,lightgbm,,,,0.0984457660275305,0.14558279587486847,0.6007781841174744
communities_crime,regression,42,NONE,0.0,baseline_dropna,ridge_regression,,,,0.09676535879320047,0.14163473423392842,0.6266372158033289
communities_crime,regression,42,NONE,0.0,baseline_dropna,random_forest,,,,0.10112776473561016,0.1519641420286434,0.5701927594083568
communities_crime,regression,42,NONE,0.0,baseline_dropna,lightgbm,,,,0.09064920867722973,0.13864456526780042,0.6422355505305759
communities_crime,regression,42,MCAR,0.05,simple_mean,ridge_regression,,,,0.09770224653332445,0.14039097758775845,0.6331657487631162
communities_crime,regression,42,MCAR,0.05,simple_mean,random_forest,,,,0.09835676949976728,0.14700728731824436,0.5977748613858327
communities_crime,regression,42,MCAR,0.05,simple_mean,lightgbm,,,,0.0912993230315713,0.1383104451083092,0.6439578290654142
communities_crime,regression,42,MCAR,0.05,simple_median,ridge_regression,,,,0.09753686529585912,0.14040596375302047,0.6330874284576113
communities_crime,regression,42,MCAR,0.05,simple_median,random_forest,,,,0.09911404358274756,0.14414298874551715,0.613296121435921
communities_crime,regression,42,MCAR,0.05,simple_median,lightgbm,,,,0.09333090223477958,0.14102565800072003,0.6298414783461042
communities_crime,regression,42,MCAR,0.05,simple_freq,ridge_regression,,,,0.09997646740834938,0.1423143651252208,0.6230454741708709
communities_crime,regression,42,MCAR,0.05,simple_freq,random_forest,,,,0.09957930399682928,0.14574864143901814,0.6046329128490084
communities_crime,regression,42,MCAR,0.05,simple_freq,lightgbm,,,,0.09408315226669042,0.14085014128265988,0.6307622835452134
communities_crime,regression,42,MCAR,0.05,simple_const,ridge_regression,,,,0.10152034493680916,0.14442532670884098,0.611779736699396
communities_crime,regression,42,MCAR,0.05,simple_const,random_forest,,,,0.10394384190553496,0.15243744241321588,0.5675112751701765
communities_crime,regression,42,MCAR,0.05,simple_const,lightgbm,,,,0.09349208093804925,0.13990937620136193,0.6356782301721224
communities_crime,regression,42,MCAR,0.05,knn_3,ridge_regression,,,,0.09724362823942884,0.13905959819094219,0.6400904066706579
communities_crime,regression,42,MCAR,0.05,knn_3,random_forest,,,,0.09781502381825789,0.14540700678325463,0.6064842206091816
communities_crime,regression,42,MCAR,0.05,knn_3,lightgbm,,,,0.09363375532002499,0.14115446334148765,0.6291650033180609
communities_crime,regression,42,MCAR,0.05,knn_5,ridge_regression,,,,0.09668146946935223,0.13956511088617965,0.6374689470210327
communities_crime,regression,42,MCAR,0.05,knn_5,random_forest,,,,0.10182212896954003,0.15128301510143488,0.5740370505456163
communities_crime,regression,42,MCAR,0.05,knn_5,lightgbm,,,,0.09224957052977338,0.14264975068957653,0.6212666786667287
communities_crime,regression,42,MCAR,0.05,knn_7,ridge_regression,,,,0.09808123277290122,0.14070572451446428,0.6315190705817297
communities_crime,regression,42,MCAR,0.05,knn_7,random_forest,,,,0.10038900384340911,0.1472712303962206,0.5963292208436676
communities_crime,regression,42,MCAR,0.05,knn_7,lightgbm,,,,0.0932346465915131,0.14139719893981278,0.6278884974326044
communities_crime,regression,42,MCAR,0.05,iterative,ridge_regression,,,,0.09964403392440516,0.1473917035390684,0.5956685163943405
communities_crime,regression,42,MCAR,0.05,iterative,random_forest,,,,0.10004022165867667,0.14875180302313876,0.5881719158030496
communities_crime,regression,42,MCAR,0.05,iterative,lightgbm,,,,0.09262385697160273,0.14097108097239539,0.6301279261214063
communities_crime,regression,42,MCAR,0.05,miceforest,ridge_regression,,,,0.09770224653332445,0.14039097758775845,0.6331657487631162
communities_crime,regression,42,MCAR,0.05,miceforest,random_forest,,,,0.09835676949976728,0.14700728731824436,0.5977748613858327
communities_crime,regression,42,MCAR,0.05,miceforest,lightgbm,,,,0.0912993230315713,0.1383104451083092,0.6439578290654142
